
PERMEABILITY RESULTS

03-11-1992

Porous Materials, Inc.  Analytical Services Division
20 Dutch Mill Rd.
Ithaca, NY  14850  USA
PHONE 607.257.4267, 257.5544, or 1.800.825.5764
Email: info@pmiapp.com
www.pmiapp.com

FOR:	ABC Company
John Doe

SAMPLE ID:	Sample 131

TIME:	17:10:03
FILE:	C:\Program Files\capwin\data\examples\GASPERM.CFT

SAMPLE THICKNESS :	0.250	mm
SAMPLE DIAMETER :	42.000	mm
FLUID USED :	AIR
FLUID VISCOSITY :	0.019	CP

FLOW RATE COLUMNS:
A: Flow in CC/SEC.
B: Specific Flow in LITERS/MIN/CM^2.
C: Flow in LITER/PSI/CM^2/SEC.
D: Flow in LITER/PSI/CM^2/MIN.

DIFFERENTIAL		FLOW RATE			PERMEABILITY
PRESSURE	A	B	C	D	FRAZIER
PSI
------------	------------	------------	------------	------------	------------
0.090880	8.4147	0.036442	.0066832	0.40099	0.23758
0.20341	24.414	0.10573	.0086631	0.51979	0.30797
0.25944	32.253	0.13968	.0089732	0.53839	0.31899
0.52284	69.177	0.29959	.0095500	0.57300	0.33949
0.67833	90.564	0.39221	.0096367	0.57820	0.34258
0.94187	125.70	0.54438	.0096329	0.57797	0.34244
1.2022	159.03	0.68873	.0095482	0.57289	0.33943
1.5092	196.78	0.85219	.0094110	0.56466	0.33455
1.8209	233.82	1.0126	.0092685	0.55611	0.32949
2.1360	270.69	1.1723	.0091474	0.54885	0.32518
2.4739	310.22	1.3435	.0090511	0.54307	0.32176
2.8170	350.27	1.5170	.0089751	0.53851	0.31906
3.0888	381.61	1.6526	.0089174	0.53504	0.31700
3.3641	412.77	1.7876	.0088563	0.53138	0.31483
3.6939	449.43	1.9464	.0087819	0.52691	0.31219
4.0246	485.70	2.1034	.0087108	0.52265	0.30966
4.3487	520.86	2.2557	.0086453	0.51872	0.30733
4.6707	555.35	2.4051	.0085822	0.51493	0.30509
5.0332	593.68	2.5711	.0085138	0.51083	0.30266
5.3974	632.06	2.7373	.0084525	0.50715	0.30048
5.7573	670.36	2.9032	.0084042	0.50425	0.29876
6.0553	702.31	3.0415	.0083715	0.50229	0.29760
6.3519	733.83	3.1780	.0083388	0.50033	0.29644
6.7108	771.07	3.3393	.0082934	0.49760	0.29482
7.0662	807.18	3.4957	.0082452	0.49471	0.29311
7.4222	843.33	3.6523	.0082012	0.49207	0.29155
7.6820	869.93	3.7675	.0081738	0.49043	0.29057
7.9397	896.40	3.8821	.0081491	0.48895	0.28969
8.4123	944.76	4.0915	.0081062	0.48637	0.28817
8.8862	992.91	4.3000	.0080650	0.48390	0.28670
9.3576	1040.6	4.5068	.0080269	0.48161	0.28535
9.8284	1088.3	4.7130	.0079922	0.47953	0.28411
10.300	1135.9	4.9194	.0079603	0.47762	0.28298
10.770	1183.2	5.1243	.0079298	0.47579	0.28190
11.244	1230.0	5.3268	.0078960	0.47376	0.28070
11.715	1274.8	5.5208	.0078540	0.47124	0.27920
12.149	1313.8	5.6899	.0078060	0.46836	0.27750
12.581	1351.1	5.8513	.0077517	0.46510	0.27557
13.016	1387.8	6.0101	.0076959	0.46175	0.27358
13.450	1424.3	6.1684	.0076438	0.45863	0.27173
13.883	1461.7	6.3301	.0075993	0.45596	0.27015
14.316	1500.7	6.4991	.0075662	0.45397	0.26897
14.748	1541.8	6.6772	.0075456	0.45274	0.26824
15.180	1584.6	6.8625	.0075344	0.45206	0.26784
15.612	1628.3	7.0516	.0075277	0.45166	0.26761
16.046	1672.3	7.2424	.0075226	0.45136	0.26742
16.477	1716.2	7.4325	.0075180	0.45108	0.26726
16.904	1759.7	7.6209	.0075138	0.45083	0.26711
17.386	1808.9	7.8339	.0075097	0.45058	0.26696
17.865	1857.8	8.0455	.0075060	0.45036	0.26683
18.340	1906.3	8.2555	.0075025	0.45015	0.26671
18.820	1955.2	8.4676	.0074988	0.44993	0.26658
19.293	2003.3	8.6758	.0074946	0.44968	0.26643
19.744	2048.8	8.8729	.0074900	0.44940	0.26626
20.188	2093.5	9.0664	.0074850	0.44910	0.26609
20.636	2138.5	9.2611	.0074798	0.44879	0.26590
21.082	2183.3	9.4552	.0074751	0.44850	0.26573
21.531	2228.7	9.6519	.0074713	0.44828	0.26560
21.975	2274.0	9.8480	.0074693	0.44816	0.26553
22.397	2317.7	10.037	.0074694	0.44816	0.26553
22.814	2361.3	10.226	.0074709	0.44826	0.26559
23.234	2405.6	10.418	.0074732	0.44839	0.26567
23.653	2449.7	10.609	.0074754	0.44853	0.26575
24.072	2493.7	10.800	.0074771	0.44863	0.26581
24.491	2537.3	10.988	.0074777	0.44866	0.26583
24.909	2580.3	11.175	.0074771	0.44862	0.26580
25.327	2623.0	11.360	.0074754	0.44853	0.26575
25.744	2665.6	11.544	.0074734	0.44840	0.26567
26.164	2708.3	11.729	.0074713	0.44828	0.26560
26.579	2750.5	11.912	.0074695	0.44817	0.26553
26.994	2792.9	12.095	.0074679	0.44807	0.26548
27.486	2843.2	12.313	.0074665	0.44799	0.26543
27.980	2894.0	12.533	.0074654	0.44792	0.26539
28.466	2943.9	12.749	.0074644	0.44787	0.26535
28.957	2994.2	12.967	.0074634	0.44780	0.26532
29.450	3044.6	13.185	.0074622	0.44773	0.26527
29.880	3088.5	13.376	.0074608	0.44765	0.26522
30.302	3131.4	13.562	.0074591	0.44754	0.26516

Average Frazier Number =	0.28083

Frazier analysis:	.2675345	ft^3/min/ft^2 per 0.5 inches of water
---------------------------------------------------------------------------
AIRFLOW RESISTANCE ANALYSIS

DPRess = Differential Pressure
FRate = Flow rate
AR = Airflow resistance
SAR = Specific Airflow Resistance
ARV = Airflow Resistivity
LAV = Linear Airflow Velocity


DPress	FRate	AR	SAR	ARV	LAV
PSI	CC/SEC	PSI SEC/CC	PSI SEC/M	PSI SEC/CM^2	CM/SEC
-------------	-------------	------------	------------	------------	------------

0.090880	8.4147	0.010800	14.963	5.9852	0.60737
0.20341	24.414	.0083318	11.543	4.6173	1.7622
0.25944	32.253	.0080438	11.144	4.4577	2.3280
0.52284	69.177	.0075581	10.471	4.1885	4.9931
0.67833	90.564	.0074900	10.377	4.1508	6.5368
0.94187	125.70	.0074930	10.381	4.1524	9.0729
1.2022	159.03	.0075594	10.473	4.1893	11.479
1.5092	196.78	.0076697	10.626	4.2504	14.203
1.8209	233.82	.0077876	10.789	4.3157	16.877
2.1360	270.69	.0078906	10.932	4.3728	19.538
2.4739	310.22	.0079746	11.048	4.4194	22.391
2.8170	350.27	.0080422	11.142	4.4568	25.283
3.0888	381.61	.0080942	11.214	4.4856	27.544
3.3641	412.77	.0081500	11.291	4.5166	29.793
3.6939	449.43	.0082191	11.387	4.5548	32.439
4.0246	485.70	.0082862	11.480	4.5920	35.057
4.3487	520.86	.0083490	11.567	4.6268	37.595
4.6707	555.35	.0084103	11.652	4.6608	40.085
5.0332	593.68	.0084779	11.746	4.6983	42.851
5.3974	632.06	.0085394	11.831	4.7323	45.621
5.7573	670.36	.0085884	11.899	4.7595	48.386
6.0553	702.31	.0086220	11.945	4.7781	50.692
6.3519	733.83	.0086558	11.992	4.7968	52.967
6.7108	771.07	.0087032	12.058	4.8231	55.655
7.0662	807.18	.0087541	12.128	4.8513	58.262
7.4222	843.33	.0088010	12.193	4.8773	60.871
7.6820	869.93	.0088306	12.234	4.8937	62.791
7.9397	896.40	.0088573	12.271	4.9085	64.701
8.4123	944.76	.0089042	12.336	4.9345	68.192
8.8862	992.91	.0089497	12.399	4.9597	71.667
9.3576	1040.6	.0089922	12.458	4.9833	75.113
9.8284	1088.3	.0090312	12.512	5.0049	78.550
10.300	1135.9	.0090674	12.562	5.0249	81.991
10.770	1183.2	.0091023	12.611	5.0443	85.405
11.244	1230.0	.0091412	12.665	5.0658	88.780
11.715	1274.8	.0091901	12.732	5.0929	92.013
12.149	1313.8	.0092467	12.811	5.1243	94.831
12.581	1351.1	.0093114	12.900	5.1602	97.522
13.016	1387.8	.0093789	12.994	5.1976	100.17
13.450	1424.3	.0094428	13.082	5.2330	102.81
13.883	1461.7	.0094981	13.159	5.2636	105.50
14.316	1500.7	.0095396	13.217	5.2866	108.32
14.748	1541.8	.0095657	13.253	5.3011	111.29
15.180	1584.6	.0095800	13.272	5.3090	114.38
15.612	1628.3	.0095884	13.284	5.3137	117.53
16.046	1672.3	.0095950	13.293	5.3173	120.71
16.477	1716.2	.0096009	13.301	5.3206	123.88
16.904	1759.7	.0096062	13.309	5.3235	127.02
17.386	1808.9	.0096115	13.316	5.3265	130.57
17.865	1857.8	.0096162	13.323	5.3291	134.09
18.340	1906.3	.0096207	13.329	5.3316	137.59
18.820	1955.2	.0096254	13.335	5.3342	141.13
19.293	2003.3	.0096308	13.343	5.3372	144.60
19.744	2048.8	.0096367	13.351	5.3405	147.88
20.188	2093.5	.0096432	13.360	5.3440	151.11
20.636	2138.5	.0096498	13.369	5.3477	154.35
21.082	2183.3	.0096560	13.378	5.3511	157.59
21.531	2228.7	.0096609	13.385	5.3538	160.86
21.975	2274.0	.0096635	13.388	5.3553	164.13
22.397	2317.7	.0096634	13.388	5.3552	167.29
22.814	2361.3	.0096613	13.385	5.3541	170.44
23.234	2405.6	.0096584	13.381	5.3525	173.63
23.653	2449.7	.0096555	13.377	5.3509	176.82
24.072	2493.7	.0096533	13.374	5.3497	179.99
24.491	2537.3	.0096526	13.373	5.3492	183.14
24.909	2580.3	.0096534	13.374	5.3497	186.25
25.327	2623.0	.0096555	13.377	5.3509	189.33
25.744	2665.6	.0096581	13.381	5.3523	192.40
26.164	2708.3	.0096608	13.385	5.3538	195.48
26.579	2750.5	.0096632	13.388	5.3551	198.53
26.994	2792.9	.0096652	13.391	5.3563	201.59
27.486	2843.2	.0096671	13.393	5.3573	205.22
27.980	2894.0	.0096685	13.395	5.3581	208.88
28.466	2943.9	.0096698	13.397	5.3588	212.49
28.957	2994.2	.0096711	13.399	5.3595	216.12
29.450	3044.6	.0096727	13.401	5.3604	219.76
29.880	3088.5	.0096745	13.403	5.3614	222.93
30.302	3131.4	.0096767	13.406	5.3626	226.03
---------------------------------------------------------------------------
